infinitive_english,mood_english,tense_english,verb_english,form_1s_english,form_2s_english,form_3s_english,form_1p_english,form_2p_english,form_3p_english,infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,gerund_english,pastparticiple,pastparticiple_english
"to enter, go in, come in",Subjunctive,Past Perfect,I had entered,had entered,had entered,had entered,had entered,had entered,had entered,entrar,Subjuntivo,Pluscuamperfecto,hubiera entrado,hubieras entrado,hubiera entrado,hubiéramos entrado,hubierais entrado,hubieran entrado,entrando,entering,entrado,entered
"to enter, go in, come in",Imperative Affirmative,Present,Enter! Don't enter!,enter,enter,enters,enter,enter,enter,entrar,Imperativo Afirmativo,Presente,,entra,entrad,,entre,entren,entrando,entering,entrado,entered
"to enter, go in, come in",Imperative Negative,Present,Enter! Don't enter!,enter,enter,enters,enter,enter,enter,entrar,Imperativo Negativo,Presente,,no entres,no entréis,,no entre,no entren,entrando,entering,entrado,entered
"to deliver, hand over",Indicative,Present,"I deliver, am delivering",deliver,deliver,delivers,deliver,deliver,deliver,entregar,Indicativo,Presente,entrego,entregas,entrega,entregamos,entregáis,entregan,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Imperfect,"I was delivering, used to deliver, delivered",was delivering,were delivering,was delivering,were delivering,were delivering,were delivering,entregar,Indicativo,Imperfecto,entregaba,entregabas,entregaba,entregábamos,entregabais,entregaban,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Preterite,I delivered,delivered,delivered,delivered,delivered,delivered,delivered,entregar,Indicativo,Pretérito,entregué,entregaste,entregó,entregamos,entregasteis,entregaron,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Conditional,I would deliver,would deliver,would deliver,would deliver,would deliver,would deliver,would deliver,entregar,Indicativo,Condicional,entregaría,entregarías,entregaría,entregaríamos,entregaríais,entregarían,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Present Perfect,I have delivered,have delivered,have delivered,has delivered,have delivered,have delivered,have delivered,entregar,Indicativo,Presente perfecto,he entregado,has entregado,ha entregado,hemos entregado,habéis entregado,han entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Future Perfect,I will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,entregar,Indicativo,Futuro perfecto,habré entregado,habrás entregado,habrá entregado,habremos entregado,habréis entregado,habrán entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Past Perfect,I had delivered,had delivered,had delivered,had delivered,had delivered,had delivered,had delivered,entregar,Indicativo,Pluscuamperfecto,había entregado,habías entregado,había entregado,habíamos entregado,habíais entregado,habían entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Preterite (Archaic),I had delivered,,,,,,,entregar,Indicativo,Pretérito anterior,hube entregado,hubiste entregado,hubo entregado,hubimos entregado,hubisteis entregado,hubieron entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Indicative,Conditional Perfect,I would have delivered,would have delivered,would have delivered,would have delivered,would have delivered,would have delivered,would have delivered,entregar,Indicativo,Condicional perfecto,habría entregado,habrías entregado,habría entregado,habríamos entregado,habríais entregado,habrían entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Present,"I deliver, am delivering",deliver,deliver,delivers,deliver,deliver,deliver,entregar,Subjuntivo,Presente,entregue,entregues,entregue,entreguemos,entreguéis,entreguen,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Imperfect,"I delivered, was delivering",was delivering,were delivering,was delivering,were delivering,were delivering,were delivering,entregar,Subjuntivo,Imperfecto,entregara,entregaras,entregara,entregáramos,entregarais,entregaran,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Future,I will deliver,will deliver,will deliver,will deliver,will deliver,will deliver,will deliver,entregar,Subjuntivo,Futuro,entregare,entregares,entregare,entregáremos,entregareis,entregaren,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Present Perfect,"I have delivered, delivered",have delivered,have delivered,has delivered,have delivered,have delivered,have delivered,entregar,Subjuntivo,Presente perfecto,haya entregado,hayas entregado,haya entregado,hayamos entregado,hayáis entregado,hayan entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Future Perfect,I will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,will have delivered,entregar,Subjuntivo,Futuro perfecto,hubiere entregado,hubieres entregado,hubiere entregado,hubiéremos entregado,hubiereis entregado,hubieren entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Subjunctive,Past Perfect,I had delivered,had delivered,had delivered,had delivered,had delivered,had delivered,had delivered,entregar,Subjuntivo,Pluscuamperfecto,hubiera entregado,hubieras entregado,hubiera entregado,hubiéramos entregado,hubierais entregado,hubieran entregado,entregando,delivering,entregado,delivered
"to deliver, hand over",Imperative Affirmative,Present,Deliver! Don't deliver!,deliver,deliver,delivers,deliver,deliver,deliver,entregar,Imperativo Afirmativo,Presente,,entrega,entregad,,entregue,entreguen,entregando,delivering,entregado,delivered
"to deliver, hand over",Imperative Negative,Present,Deliver! Don't deliver!,deliver,deliver,delivers,deliver,deliver,deliver,entregar,Imperativo Negativo,Presente,,no entregues,no entreguéis,,no entregue,no entreguen,entregando,delivering,entregado,delivered
"to entertain, amuse",Indicative,Present,"I entertain, am entertaining",entertain,entertain,entertains,entertain,entertain,entertain,entretener,Indicativo,Presente,entretengo,entretienes,entretiene,entretenemos,entretenéis,entretienen,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Future,I will entertain,will entertain,will entertain,will entertain,will entertain,will entertain,will entertain,entretener,Indicativo,Futuro,entretendré,entretendrás,entretendrá,entretendremos,entretendréis,entretendrán,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Imperfect,"I was entertaining, used to entertain, entertained",was entertaining,were entertaining,was entertaining,were entertaining,were entertaining,were entertaining,entretener,Indicativo,Imperfecto,entretenía,entretenías,entretenía,entreteníamos,entreteníais,entretenían,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Preterite,I entertained,entertained,entertained,entertained,entertained,entertained,entertained,entretener,Indicativo,Pretérito,entretuve,entretuviste,entretuvo,entretuvimos,entretuvisteis,entretuvieron,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Conditional,I would entertain,would entertain,would entertain,would entertain,would entertain,would entertain,would entertain,entretener,Indicativo,Condicional,entretendría,entretendrías,entretendría,entretendríamos,entretendríais,entretendrían,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Present Perfect,I have entertained,have entertained,have entertained,has entertained,have entertained,have entertained,have entertained,entretener,Indicativo,Presente perfecto,he entretenido,has entretenido,ha entretenido,hemos entretenido,habéis entretenido,han entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Future Perfect,I will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,entretener,Indicativo,Futuro perfecto,habré entretenido,habrás entretenido,habrá entretenido,habremos entretenido,habréis entretenido,habrán entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Past Perfect,I had entertained,had entertained,had entertained,had entertained,had entertained,had entertained,had entertained,entretener,Indicativo,Pluscuamperfecto,había entretenido,habías entretenido,había entretenido,habíamos entretenido,habíais entretenido,habían entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Preterite (Archaic),I had entertained,,,,,,,entretener,Indicativo,Pretérito anterior,hube entretenido,hubiste entretenido,hubo entretenido,hubimos entretenido,hubisteis entretenido,hubieron entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Indicative,Conditional Perfect,I would have entertained,would have entertained,would have entertained,would have entertained,would have entertained,would have entertained,would have entertained,entretener,Indicativo,Condicional perfecto,habría entretenido,habrías entretenido,habría entretenido,habríamos entretenido,habríais entretenido,habrían entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Present,"I entertain, am entertaining",entertain,entertain,entertains,entertain,entertain,entertain,entretener,Subjuntivo,Presente,entretenga,entretengas,entretenga,entretengamos,entretengáis,entretengan,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Imperfect,"I entertained, was entertaining",was entertaining,were entertaining,was entertaining,were entertaining,were entertaining,were entertaining,entretener,Subjuntivo,Imperfecto,entretuviera,entretuvieras,entretuviera,entretuviéramos,entretuvierais,entretuvieran,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Future,I will entertain,will entertain,will entertain,will entertain,will entertain,will entertain,will entertain,entretener,Subjuntivo,Futuro,entretuviere,entretuvieres,entretuviere,entretuviéremos,entretuviereis,entretuvieren,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Present Perfect,"I have entertained, entertained",have entertained,have entertained,has entertained,have entertained,have entertained,have entertained,entretener,Subjuntivo,Presente perfecto,haya entretenido,hayas entretenido,haya entretenido,hayamos entretenido,hayáis entretenido,hayan entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Future Perfect,I will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,will have entertained,entretener,Subjuntivo,Futuro perfecto,hubiere entretenido,hubieres entretenido,hubiere entretenido,hubiéremos entretenido,hubiereis entretenido,hubieren entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Subjunctive,Past Perfect,I had entertained,had entertained,had entertained,had entertained,had entertained,had entertained,had entertained,entretener,Subjuntivo,Pluscuamperfecto,hubiera entretenido,hubieras entretenido,hubiera entretenido,hubiéramos entretenido,hubierais entretenido,hubieran entretenido,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Imperative Affirmative,Present,Entertain! Don't entertain!,entertain,entertain,entertains,entertain,entertain,entertain,entretener,Imperativo Afirmativo,Presente,,entretén,entretened,,entretenga,entretengan,entreteniendo,entertaining,entretenido,entertained
"to entertain, amuse",Imperative Negative,Present,Entertain! Don't entertain!,entertain,entertain,entertains,entertain,entertain,entertain,entretener,Imperativo Negativo,Presente,,no entretengas,no entretengáis,,no entretenga,no entretengan,entreteniendo,entertaining,entretenido,entertained
